"activitylabel" "subject" "tBodyAcc-mean()-X_mean" "tBodyAcc-mean()-Y_mean" "tBodyAcc-mean()-Z_mean" "tBodyAcc-std()-X_mean" "tBodyAcc-std()-Y_mean" "tBodyAcc-std()-Z_mean" "tGravityAcc-mean()-X_mean" "tGravityAcc-mean()-Y_mean" "tGravityAcc-mean()-Z_mean" "tGravityAcc-std()-X_mean" "tGravityAcc-std()-Y_mean" "tGravityAcc-std()-Z_mean" "tBodyAccJerk-mean()-X_mean" "tBodyAccJerk-mean()-Y_mean" "tBodyAccJerk-mean()-Z_mean" "tBodyAccJerk-std()-X_mean" "tBodyAccJerk-std()-Y_mean" "tBodyAccJerk-std()-Z_mean" "tBodyGyro-mean()-X_mean" "tBodyGyro-mean()-Y_mean" "tBodyGyro-mean()-Z_mean" "tBodyGyro-std()-X_mean" "tBodyGyro-std()-Y_mean" "tBodyGyro-std()-Z_mean" "tBodyGyroJerk-mean()-X_mean" "tBodyGyroJerk-mean()-Y_mean" "tBodyGyroJerk-mean()-Z_mean" "tBodyGyroJerk-std()-X_mean" "tBodyGyroJerk-std()-Y_mean" "tBodyGyroJerk-std()-Z_mean" "tBodyAccMag-mean()_mean" "tBodyAccMag-std()_mean" "tGravityAccMag-mean()_mean" "tGravityAccMag-std()_mean" "tBodyAccJerkMag-mean()_mean" "tBodyAccJerkMag-std()_mean" "tBodyGyroMag-mean()_mean" "tBodyGyroMag-std()_mean" "tBodyGyroJerkMag-mean()_mean" "tBodyGyroJerkMag-std()_mean" "fBodyAcc-mean()-X_mean" "fBodyAcc-mean()-Y_mean" "fBodyAcc-mean()-Z_mean" "fBodyAcc-std()-X_mean" "fBodyAcc-std()-Y_mean" "fBodyAcc-std()-Z_mean" "fBodyAccJerk-mean()-X_mean" "fBodyAccJerk-mean()-Y_mean" "fBodyAccJerk-mean()-Z_mean" "fBodyAccJerk-std()-X_mean" "fBodyAccJerk-std()-Y_mean" "fBodyAccJerk-std()-Z_mean" "fBodyGyro-mean()-X_mean" "fBodyGyro-mean()-Y_mean" "fBodyGyro-mean()-Z_mean" "fBodyGyro-std()-X_mean" "fBodyGyro-std()-Y_mean" "fBodyGyro-std()-Z_mean" "fBodyAccMag-mean()_mean" "fBodyAccMag-std()_mean" "fBodyBodyAccJerkMag-mean()_mean" "fBodyBodyAccJerkMag-std()_mean" "fBodyBodyGyroMag-mean()_mean" "fBodyBodyGyroMag-std()_mean" "fBodyBodyGyroJerkMag-mean()_mean" "fBodyBodyGyroJerkMag-std()_mean" "tBodyAcc-mean()-X_median" "tBodyAcc-mean()-Y_median" "tBodyAcc-mean()-Z_median" "tBodyAcc-std()-X_median" "tBodyAcc-std()-Y_median" "tBodyAcc-std()-Z_median" "tGravityAcc-mean()-X_median" "tGravityAcc-mean()-Y_median" "tGravityAcc-mean()-Z_median" "tGravityAcc-std()-X_median" "tGravityAcc-std()-Y_median" "tGravityAcc-std()-Z_median" "tBodyAccJerk-mean()-X_median" "tBodyAccJerk-mean()-Y_median" "tBodyAccJerk-mean()-Z_median" "tBodyAccJerk-std()-X_median" "tBodyAccJerk-std()-Y_median" "tBodyAccJerk-std()-Z_median" "tBodyGyro-mean()-X_median" "tBodyGyro-mean()-Y_median" "tBodyGyro-mean()-Z_median" "tBodyGyro-std()-X_median" "tBodyGyro-std()-Y_median" "tBodyGyro-std()-Z_median" "tBodyGyroJerk-mean()-X_median" "tBodyGyroJerk-mean()-Y_median" "tBodyGyroJerk-mean()-Z_median" "tBodyGyroJerk-std()-X_median" "tBodyGyroJerk-std()-Y_median" "tBodyGyroJerk-std()-Z_median" "tBodyAccMag-mean()_median" "tBodyAccMag-std()_median" "tGravityAccMag-mean()_median" "tGravityAccMag-std()_median" "tBodyAccJerkMag-mean()_median" "tBodyAccJerkMag-std()_median" "tBodyGyroMag-mean()_median" "tBodyGyroMag-std()_median" "tBodyGyroJerkMag-mean()_median" "tBodyGyroJerkMag-std()_median" "fBodyAcc-mean()-X_median" "fBodyAcc-mean()-Y_median" "fBodyAcc-mean()-Z_median" "fBodyAcc-std()-X_median" "fBodyAcc-std()-Y_median" "fBodyAcc-std()-Z_median" "fBodyAccJerk-mean()-X_median" "fBodyAccJerk-mean()-Y_median" "fBodyAccJerk-mean()-Z_median" "fBodyAccJerk-std()-X_median" "fBodyAccJerk-std()-Y_median" "fBodyAccJerk-std()-Z_median" "fBodyGyro-mean()-X_median" "fBodyGyro-mean()-Y_median" "fBodyGyro-mean()-Z_median" "fBodyGyro-std()-X_median" "fBodyGyro-std()-Y_median" "fBodyGyro-std()-Z_median" "fBodyAccMag-mean()_median" "fBodyAccMag-std()_median" "fBodyBodyAccJerkMag-mean()_median" "fBodyBodyAccJerkMag-std()_median" "fBodyBodyGyroMag-mean()_median" "fBodyBodyGyroMag-std()_median" "fBodyBodyGyroJerkMag-mean()_median" "fBodyBodyGyroJerkMag-std()_median"
"SITTING" 8 0.267491472934783 -0.00672550621304348 -0.104461049130435 -0.979026152391304 -0.927331997021739 -0.939553030217391 0.832453878043478 0.240095117065217 0.263895185521739 -0.966757967173913 -0.937462301369565 -0.935475331521739 0.0786713761086957 -0.00657516306713044 -0.0106808920069565 -0.985188753695652 -0.980784606086957 -0.985285807173913 -0.0547396987173913 -0.0955089236521739 0.0716048809782609 -0.984524052826087 -0.97150069673913 -0.959623548478261 -0.0923150250434783 -0.0402673770652174 -0.0445732240217391 -0.993264647391304 -0.98887627673913 -0.985241405434783 -0.952139704347826 -0.929943615630435 -0.952139704347826 -0.929943615630435 -0.986061512173913 -0.980667377391304 -0.93268224326087 -0.953001632173913 -0.991807428043478 -0.986756670869565 -0.981142909782609 -0.94421971826087 -0.959436275869565 -0.978256730652174 -0.923829969347826 -0.933889846521739 -0.984977270652174 -0.980221104565217 -0.982995311086956 -0.986913610652174 -0.983038783478261 -0.986185349347826 -0.982200309782609 -0.97658989 -0.961798676956522 -0.985339301521739 -0.96892443326087 -0.962632253913044 -0.947981783478261 -0.93172124 -0.980932292391304 -0.97932021173913 -0.965806789347826 -0.953251156521739 -0.987730604130435 -0.986147262608696 0.275821215 -0.0145970575 -0.107189835 -0.993412655 -0.984693555 -0.97953258 0.866164635 0.236073575 0.20402076 -0.992446505 -0.990992115 -0.985533875 0.076309482 0.0093341417 0.000376333595 -0.992940555 -0.988365095 -0.989145955 -0.027998026 -0.074407719 0.0899830165 -0.9954933 -0.98625003 -0.980374935 -0.096696962 -0.040852322 -0.054189743 -0.99656987 -0.99616239 -0.99347952 -0.98705053 -0.98804728 -0.98705053 -0.98804728 -0.991721465 -0.99194264 -0.97988704 -0.984081825 -0.99667016 -0.99672957 -0.9934535 -0.984125575 -0.984100725 -0.99299829 -0.98467298 -0.977162285 -0.99303457 -0.987923605 -0.98732736 -0.9935296 -0.99006007 -0.989448075 -0.99386299 -0.98920378 -0.98108371 -0.995538465 -0.98479988 -0.981492055 -0.98844166 -0.988669295 -0.99092923 -0.99136318 -0.98906923 -0.98439449 -0.99662888 -0.99650433
"SITTING" 9 0.24832674354 -0.02701677698 -0.07537846886 -0.9572277914 -0.875141405 -0.83200187268 0.9163245106 -0.0414258228938 0.085263099144 -0.9552804062 -0.94645197 -0.88585411242 0.077005006374 0.009817397262 -0.008674672651 -0.9645358564 -0.9567775448 -0.9618894376 -0.042328876778 -0.04142711812 0.0807919285908 -0.9590200492 -0.9191882264 -0.9301768338 -0.0930708106 -0.046663441472 -0.052841489994 -0.9645323452 -0.9719274472 -0.9687388914 -0.8933617176 -0.8637564342 -0.8933617176 -0.8637564342 -0.964383757 -0.9517802432 -0.9032355368 -0.9066063206 -0.9733641366 -0.9663610734 -0.959413594 -0.911683219 -0.8922013438 -0.956903459 -0.86761360746 -0.818001834824 -0.9655962396 -0.9580073906 -0.9575269752 -0.9666604036 -0.9585229866 -0.9649413418 -0.950315237 -0.9396930078 -0.940312313 -0.9618360162 -0.910583361 -0.9341874784 -0.8977181972 -0.8691725114 -0.9530504408 -0.9493949814 -0.9344377378 -0.9064712292 -0.9683155878 -0.9659970148 0.277485975 -0.017970406 -0.10527591 -0.984303825 -0.93396035 -0.942473815 0.96473018 0.0146410225 0.00720468685 -0.99534684 -0.98530805 -0.96735051 0.0773029925 0.012872322 0.000648563025 -0.9790391 -0.97047369 -0.973672865 -0.0282522835 -0.0760482765 0.08508151 -0.973438175 -0.9559806 -0.96249691 -0.0967613115 -0.042164216 -0.0528283235 -0.978006265 -0.98323942 -0.98391405 -0.953610835 -0.953550835 -0.953610835 -0.953550835 -0.97782068 -0.97105658 -0.95308881 -0.94803066 -0.9844664 -0.980879105 -0.98095926 -0.94012733 -0.952312665 -0.986127395 -0.935835135 -0.938888745 -0.98027468 -0.96984088 -0.969920735 -0.97897768 -0.97263824 -0.97622232 -0.965575895 -0.96251258 -0.959078255 -0.975216775 -0.95126961 -0.96459739 -0.959979865 -0.955735855 -0.97267315 -0.96532848 -0.961780725 -0.94839731 -0.981458865 -0.98135055
"SITTING" 10 0.270612056481481 -0.015042681852037 -0.104253238796296 -0.982901825925926 -0.917979529962963 -0.967826981666667 0.791887198148148 -0.041260775 0.20253457287037 -0.973128354074074 -0.935690006481481 -0.966898520555556 0.0775372505185185 0.00897875458703704 -0.00499566427666667 -0.988946414074074 -0.980756789814815 -0.988255803703704 -0.0432432176851852 -0.0679993598888889 0.0745958869444444 -0.988873097222222 -0.984373304814815 -0.960445962037037 -0.0931555026481481 -0.0411216540925926 -0.048941191502963 -0.992326657222222 -0.992584494814815 -0.990259813148148 -0.96075719962963 -0.939669591481481 -0.96075719962963 -0.939669591481481 -0.988054237592593 -0.985209856296296 -0.944202043703704 -0.963064577592593 -0.993707487592593 -0.991696196481481 -0.984943144259259 -0.9404502 -0.97464465462963 -0.982242427777778 -0.912838063018519 -0.966121042592593 -0.989365013888889 -0.980962856111111 -0.986056767777778 -0.989550917407407 -0.982045591111111 -0.98911086 -0.986477363333333 -0.986179215555556 -0.96539546962963 -0.989712360740741 -0.983579646666667 -0.962418559814815 -0.955281010740741 -0.941511952777778 -0.985900801111111 -0.983266741481482 -0.974459732592593 -0.962459956111111 -0.992191529259259 -0.991409100925926 0.277589575 -0.0167788245 -0.107028245 -0.99614233 -0.98735259 -0.99099092 0.68627348 -0.155400935 0.253704715 -0.997137965 -0.994240965 -0.99459138 0.0760485725 0.0103850215 -0.0017400297 -0.994605925 -0.99044086 -0.99223528 -0.0277436135 -0.074013152 0.086893338 -0.99747335 -0.99539966 -0.985867155 -0.097823522 -0.039999534 -0.055360628 -0.99700842 -0.9972556 -0.995868505 -0.99456668 -0.993283985 -0.99456668 -0.993283985 -0.993591555 -0.99478342 -0.992099925 -0.993591325 -0.997675065 -0.99798999 -0.995472765 -0.987475515 -0.99056124 -0.996145895 -0.98747678 -0.990635605 -0.994737105 -0.99007068 -0.990570535 -0.994723805 -0.991139725 -0.99190455 -0.996503645 -0.995359885 -0.987881915 -0.99768659 -0.995472275 -0.986308925 -0.992792555 -0.99355919 -0.993735175 -0.99419914 -0.99468716 -0.99270408 -0.99781735 -0.99797258
"SITTING" 11 0.276590197358491 -0.0149195616754717 -0.112840218339623 -0.982796562075472 -0.921402118113208 -0.968370181886792 0.871963798301887 0.213716305739623 0.188531695981132 -0.988069341132075 -0.949792572075472 -0.971661610754717 0.0761777324716981 -0.000213838552075472 0.00833400761716981 -0.980335163584906 -0.966766643396226 -0.983441609622641 -0.0399984915849057 -0.0755284478679245 0.0761739419056604 -0.988164911509434 -0.982249040188679 -0.95284431245283 -0.0948423481320755 -0.0392813049264151 -0.0505395462396226 -0.990501518301887 -0.988554820188679 -0.981016044716981 -0.961970763773585 -0.944581826415094 -0.961970763773585 -0.944581826415094 -0.97935563509434 -0.974511726792453 -0.951884472075472 -0.959964488301887 -0.989519031132076 -0.986256664716981 -0.981481454339623 -0.934503182830189 -0.972855110377359 -0.983389810188679 -0.920047161698113 -0.967884390943396 -0.980831750377358 -0.967454617735849 -0.981124861320755 -0.981607942075472 -0.968421475660377 -0.984349606792453 -0.985106875471698 -0.98263664490566 -0.954453821132075 -0.989189512641509 -0.982137919056604 -0.956802766792453 -0.953066009056604 -0.948521986037736 -0.975315331509434 -0.972289134150943 -0.969799951132076 -0.960711241886792 -0.987255972641509 -0.985607229245283 0.2770158 -0.016978725 -0.10763811 -0.99264578 -0.97097725 -0.98313287 0.82026407 0.33372255 0.18179121 -0.99611316 -0.98856976 -0.99347792 0.075517325 0.013741629 0.0011349756 -0.99053932 -0.98192464 -0.98807096 -0.027798759 -0.072108414 0.08610857 -0.99140988 -0.98839118 -0.96372578 -0.097421841 -0.041049023 -0.054680877 -0.99435319 -0.99322179 -0.99157157 -0.98286928 -0.98020685 -0.98286928 -0.98020685 -0.9902846 -0.98826982 -0.97830087 -0.97226244 -0.99471444 -0.99364215 -0.99026904 -0.96917754 -0.98424986 -0.99308041 -0.96793537 -0.98478629 -0.98998409 -0.98074939 -0.98627569 -0.99217291 -0.98325385 -0.98748077 -0.98797114 -0.98866831 -0.9581809 -0.99265336 -0.98831429 -0.96666949 -0.97991876 -0.98248712 -0.98783884 -0.98657864 -0.97819396 -0.97273978 -0.99348695 -0.99327493
"SITTING" 12 0.275007224901961 -0.0157892988523529 -0.106307228960784 -0.982568781960784 -0.92858124 -0.939661889019608 0.926228975490196 0.0830509010823529 0.0885640696078431 -0.985203642352941 -0.963641979215686 -0.956208629607843 0.0771277656078431 0.0105990504054902 -0.0020457599227451 -0.976494200784314 -0.964047461568627 -0.97911346627451 -0.0424159182941176 -0.0751980398235294 0.0728462158235294 -0.974425351960784 -0.960497127647059 -0.951552533137255 -0.0941023489803922 -0.0387477474705882 -0.0515634091411765 -0.977329927254902 -0.979347830784314 -0.977138953921569 -0.952176621372549 -0.947517100196078 -0.952176621372549 -0.947517100196078 -0.974734489803922 -0.972745892745098 -0.941907240784314 -0.946769241568627 -0.980392337647059 -0.978260535882353 -0.97966614372549 -0.942768016862745 -0.954626628823529 -0.98399947745098 -0.926033975686275 -0.935916958235294 -0.977109887058824 -0.964236191372549 -0.975551564117647 -0.977980349019608 -0.966538919607843 -0.981408871764706 -0.968528985294118 -0.963725248823529 -0.955718183921569 -0.976339901372549 -0.959040695686274 -0.954769877647059 -0.955944253137255 -0.950647188823529 -0.971715268627451 -0.972951443333333 -0.958511866666667 -0.948460978823529 -0.97848445372549 -0.979256387058824 0.27718902 -0.015001701 -0.10844646 -0.98985922 -0.95867326 -0.95952227 0.97209732 0.0010740316 0.052939575 -0.99379894 -0.98616776 -0.97343057 0.076019993 0.012956045 0.00097755034 -0.98302669 -0.97317031 -0.98380891 -0.028902033 -0.07545293 0.086191395 -0.98303497 -0.97170771 -0.9626896 -0.096657507 -0.040752823 -0.05352399 -0.98285845 -0.98410893 -0.98089038 -0.96901373 -0.96955781 -0.96901373 -0.96955781 -0.98186216 -0.98262345 -0.9708525 -0.96510991 -0.98575293 -0.9865086 -0.98630094 -0.96280269 -0.97067716 -0.9913571 -0.95924289 -0.95562706 -0.98353347 -0.97270114 -0.98126067 -0.98378938 -0.97497357 -0.98509048 -0.97779134 -0.97553664 -0.96348854 -0.98380691 -0.97169912 -0.96644334 -0.97288245 -0.97102026 -0.98335058 -0.98220494 -0.97083718 -0.96607651 -0.98575887 -0.98630431
"SITTING" 13 0.274328499591837 -0.00587732936326531 -0.0972465110836735 -0.989546275306122 -0.938967741632653 -0.938641215510204 0.92557651244898 0.101769752489796 0.0757773858163265 -0.981379112653061 -0.951353064693878 -0.930979556938776 0.0752865881142857 -0.00112344092891837 -0.0232397245106122 -0.992827264081633 -0.984267557755102 -0.987612090204082 -0.0355124856836735 -0.0902687401836735 0.0823432026610204 -0.985844263265306 -0.979668456122449 -0.966896414285714 -0.095919848877551 -0.041036688077551 -0.0466121595938776 -0.991371016938775 -0.991773350204082 -0.989861382040816 -0.957690563673469 -0.937935738571429 -0.957690563673469 -0.937935738571429 -0.989497838979592 -0.988813098163265 -0.951142644081633 -0.963940591428571 -0.992604304489796 -0.991414934897959 -0.990135477755102 -0.959673916122449 -0.956183063510204 -0.989410582653061 -0.933666502510204 -0.934189007346939 -0.992678212653061 -0.983914101836735 -0.985261204693878 -0.99368217 -0.985908120408163 -0.988612100204082 -0.983218202857143 -0.982456053877551 -0.968384415510204 -0.986714694081633 -0.97827070877551 -0.969451754693878 -0.956901559653061 -0.938529931020408 -0.988348535306122 -0.988332303469388 -0.973258277755102 -0.96426809755102 -0.991723741632653 -0.991219445918367 0.27804531 -0.014777913 -0.10791508 -0.99669225 -0.98202331 -0.98429571 0.96125481 0.051231523 0.046766268 -0.99732584 -0.98958006 -0.98902229 0.075303956 0.010583197 -0.0028568947 -0.99520633 -0.98807046 -0.98932139 -0.027886965 -0.075216909 0.087321956 -0.9937116 -0.98778003 -0.9810146 -0.098542826 -0.039947504 -0.054383993 -0.99425303 -0.99352828 -0.99234858 -0.98704655 -0.98802947 -0.98704655 -0.98802947 -0.9918347 -0.99261661 -0.98347933 -0.98319973 -0.99444353 -0.99419205 -0.99591355 -0.98317002 -0.98537507 -0.99706709 -0.98046182 -0.9837221 -0.99481312 -0.98773704 -0.98749977 -0.99581365 -0.98930358 -0.99000341 -0.99221347 -0.98964392 -0.98198629 -0.99414959 -0.98672663 -0.98121456 -0.98962501 -0.98856596 -0.99196113 -0.99229845 -0.98817273 -0.98303593 -0.99454466 -0.993823
"SITTING" 14 0.279990577037037 -0.00870565463888889 -0.100401490425926 -0.976302248148148 -0.914935703907407 -0.922774835740741 0.939038759814815 -0.0364533962277778 -0.0945970534814815 -0.976280399444444 -0.95032266362963 -0.938415738148148 0.0741878844074074 -0.00436185985848148 -0.0105744513096296 -0.980890655185185 -0.967828356296296 -0.976133383518519 -0.0440403326851852 -0.0713478280925926 0.0928523607037037 -0.980829981481481 -0.962048191666667 -0.952904383518518 -0.0921614578888889 -0.0434577295055556 -0.0520121608148148 -0.990284240185185 -0.986911323888889 -0.982819138888889 -0.944197943703704 -0.92549582962963 -0.944197943703704 -0.92549582962963 -0.976521006111111 -0.973343388888889 -0.942756369259259 -0.947081158333333 -0.988317606666667 -0.986963989814815 -0.976456609259259 -0.932644766111111 -0.944126078888889 -0.976303056851852 -0.911591208203704 -0.917678155296296 -0.981566649444444 -0.968951769814815 -0.97275196962963 -0.981920831111111 -0.968943674259259 -0.978180020925926 -0.978577117592593 -0.969806729814815 -0.957020858888889 -0.981573087222222 -0.958227403148148 -0.956028807962963 -0.940589853333333 -0.929193937222222 -0.972985342962963 -0.972959409444444 -0.963320540555556 -0.946517963703704 -0.987324239259259 -0.987065177777778 0.27778169 -0.015037314 -0.108572155 -0.98950294 -0.96643187 -0.9654008 0.960946855 -0.051016232 -0.13777636 -0.99644888 -0.987182435 -0.983084105 0.076409439 0.0099050071 -0.00234328115 -0.98882313 -0.98301602 -0.982177945 -0.0279052865 -0.075443814 0.0881864205 -0.99139044 -0.97682882 -0.97781892 -0.097632807 -0.040915194 -0.0550574455 -0.993446945 -0.991420935 -0.98979831 -0.97538856 -0.97275383 -0.97538856 -0.97275383 -0.984592795 -0.982569795 -0.97359329 -0.975056 -0.99221974 -0.991961235 -0.98828815 -0.97166705 -0.969134475 -0.98983222 -0.964916595 -0.964019255 -0.988996565 -0.98293011 -0.97994179 -0.990000985 -0.98434172 -0.983644875 -0.989439245 -0.980043625 -0.976973345 -0.99148572 -0.97465185 -0.98019087 -0.976032565 -0.97544945 -0.981746425 -0.983408975 -0.98011362 -0.97571351 -0.99229617 -0.99145915
"SITTING" 15 0.27290337979661 -0.0117188472271186 -0.11366125320339 -0.987084356101695 -0.922407162881356 -0.949338025084746 0.89036426220339 0.210849305016949 0.00281565980440678 -0.982620883728814 -0.943561411694915 -0.952973658983051 0.0784792788644068 -0.00898437589491525 -0.00237207545345763 -0.988162333898305 -0.978126998813559 -0.987011024745763 -0.0377111130338983 -0.0803428762830509 0.0951978083898305 -0.988204115254237 -0.975321519491525 -0.963765802881356 -0.0953649067966102 -0.0396068774557627 -0.0524148341983051 -0.992889042711864 -0.990313307966102 -0.987937202542373 -0.958669836271186 -0.93797790559322 -0.958669836271186 -0.93797790559322 -0.986107839152542 -0.984639018474576 -0.957331628305085 -0.963475074915254 -0.992188893898305 -0.989720049491525 -0.986619609491525 -0.938926430779661 -0.963227004915254 -0.987384778983051 -0.919162700338983 -0.945704713050847 -0.988106102033898 -0.978159013220339 -0.984908418474576 -0.989314359661017 -0.979713045932203 -0.987694113559322 -0.986152580338983 -0.979201724745763 -0.966731518305085 -0.988881930508475 -0.973456092372881 -0.966228648305085 -0.949752001322034 -0.941195938135593 -0.984689437118644 -0.983276251694915 -0.973762179830509 -0.963378228474576 -0.990180959322034 -0.989503941694915 0.27710898 -0.016904565 -0.11132951 -0.99466367 -0.98003685 -0.98109882 0.95169108 0.12869657 -0.012631839 -0.99625601 -0.99147867 -0.98464224 0.076162628 0.010790773 -0.00068476275 -0.99305104 -0.98458607 -0.98904534 -0.02777498 -0.074413639 0.087234121 -0.99488646 -0.98692276 -0.98703354 -0.09799605 -0.040624708 -0.055179462 -0.99685985 -0.99504812 -0.99336491 -0.98794067 -0.98729559 -0.98794067 -0.98729559 -0.99059191 -0.99127671 -0.98900488 -0.98247521 -0.99645397 -0.9958831 -0.9939325 -0.98034028 -0.98391785 -0.99510522 -0.98113395 -0.98095679 -0.99307395 -0.9842298 -0.98684952 -0.99334834 -0.98569088 -0.98904326 -0.99460452 -0.99025071 -0.98638544 -0.99535289 -0.98639462 -0.98773409 -0.98660778 -0.98771513 -0.99025213 -0.99035919 -0.98772496 -0.98184318 -0.99577725 -0.99572519
"SITTING" 16 0.280768574492754 -0.0102497939956522 -0.0891404038405797 -0.986825605362319 -0.951607872463768 -0.939672247101449 0.942457377971014 -0.086588253942029 0.0892682200463768 -0.980158243333333 -0.968023206956522 -0.945813561478261 0.0734346720289855 0.00985642890855072 -0.0115030575052174 -0.990861134782609 -0.981800970724638 -0.983487212898551 -0.0412014042275362 -0.0574525433043478 0.0795736310463768 -0.981037373333333 -0.958336595507246 -0.960287831304348 -0.0957204520289855 -0.0450369280637681 -0.0588371273536232 -0.98958327942029 -0.990621793333333 -0.988364321449275 -0.961879680724638 -0.941051236086957 -0.961879680724638 -0.941051236086957 -0.987472699130435 -0.983615334057971 -0.946417382463768 -0.937942404637681 -0.992444606231884 -0.988261252608696 -0.987043828985507 -0.961456685507246 -0.959552230434783 -0.986892418405797 -0.949829260434783 -0.934652146521739 -0.990964251304348 -0.981752167391304 -0.981178036811594 -0.991567867681159 -0.983230774492754 -0.984362469130435 -0.978632856956522 -0.96679600173913 -0.960058264057971 -0.982057861449275 -0.954343752463768 -0.964270052318841 -0.958335480724638 -0.942588250115942 -0.983968635942029 -0.982190554782609 -0.954060994347826 -0.938863215072464 -0.989363136376812 -0.987506348985507 0.27750347 -0.016541784 -0.10516355 -0.99636478 -0.98962089 -0.98358673 0.96224383 -0.079959682 0.13710345 -0.99768536 -0.99568558 -0.9889732 0.075985545 0.011554448 -0.0011808295 -0.99478226 -0.98924442 -0.9892111 -0.027621528 -0.074483589 0.08614318 -0.99617552 -0.98922223 -0.99405069 -0.098537579 -0.040635456 -0.054586249 -0.99537087 -0.99624208 -0.99554995 -0.99235708 -0.9912172 -0.99235708 -0.9912172 -0.99180001 -0.99193587 -0.99143269 -0.98931845 -0.99682661 -0.99680413 -0.9958103 -0.9864034 -0.98588626 -0.99669468 -0.99119584 -0.98200469 -0.99458309 -0.98935101 -0.98758612 -0.99526103 -0.99046403 -0.98948083 -0.99451293 -0.99100356 -0.99355114 -0.99660574 -0.98746036 -0.99504917 -0.99015325 -0.99228079 -0.99137343 -0.99211465 -0.99170961 -0.98937159 -0.99666626 -0.99670983
"SITTING" 17 0.2773570196875 -0.014156274084375 -0.11362408509375 -0.9944439053125 -0.96185862984375 -0.96572919578125 0.94488374765625 -0.002814673171875 -0.135803881679687 -0.99019661703125 -0.9667201059375 -0.9566106440625 0.075070986171875 0.0056097104915625 -0.0015544841534375 -0.99434060296875 -0.98863700234375 -0.990529261875 -0.042549159015625 -0.0669245931234375 0.0860053803375 -0.98963832578125 -0.98612868078125 -0.9797052259375 -0.094247696875 -0.0411134199378125 -0.051090324421875 -0.9952559371875 -0.9949818809375 -0.9938412575 -0.97274734640625 -0.96506519109375 -0.97274734640625 -0.96506519109375 -0.99281471515625 -0.99144649921875 -0.967177744375 -0.97541025484375 -0.996334795 -0.994446755625 -0.9939693815625 -0.96992798921875 -0.97484160453125 -0.99465731359375 -0.959789141875 -0.96292107328125 -0.99454262109375 -0.9883274196875 -0.9888280653125 -0.9946131621875 -0.98991581109375 -0.99081824828125 -0.98841106765625 -0.98879397953125 -0.98161709828125 -0.99004126046875 -0.984813098125 -0.9809696453125 -0.973626755 -0.9653996796875 -0.99142725046875 -0.99031962640625 -0.98336929234375 -0.97471085296875 -0.995204564375 -0.99362452375 0.27749695 -0.0169369275 -0.110563795 -0.99748268 -0.988887535 -0.984645295 0.96303334 -0.0216714255 -0.105670035 -0.996881695 -0.989323565 -0.97798731 0.0761115025 0.0105613525 0.0013741213 -0.996417065 -0.992211125 -0.992742215 -0.027779087 -0.0735225195 0.0863433275 -0.99713129 -0.993766835 -0.993961235 -0.0981449355 -0.0404513315 -0.0543999525 -0.997507455 -0.99815948 -0.99658764 -0.98966604 -0.98884429 -0.98966604 -0.98884429 -0.99480324 -0.99571301 -0.9940194 -0.993907125 -0.99848956 -0.99891218 -0.996938765 -0.98942731 -0.987513275 -0.9977309 -0.988243885 -0.98351724 -0.99649768 -0.99215294 -0.990989845 -0.996662355 -0.992966325 -0.992827305 -0.9967883 -0.995210155 -0.99422803 -0.997315135 -0.99280469 -0.99449441 -0.99173068 -0.98728946 -0.995137605 -0.994755615 -0.99619773 -0.99374497 -0.998844305 -0.99855696
